iter	Passed	Remaining
1512	7985	5269709
1513	7990	5269707
1514	7995	5269519
1515	8000	5269453
1516	8005	5269324
1517	8011	5269384
1518	8015	5269057
1519	8020	5268867
1520	8026	5269291
1521	8031	5269201
1522	8037	5269105
1523	8042	5268941
1524	8047	5268710
1525	8052	5268508
1526	8057	5268482
1527	8062	5268293
1528	8067	5268105
1529	8072	5268187
1530	8077	5267991
1531	8082	5267820
1532	8087	5267676
1533	8092	5267434
1534	8097	5267468
1535	8103	5267372
1536	8108	5267170
1537	8113	5267128
1538	8118	5267019
1539	8123	5267110
1540	8129	5267218
1541	8134	5267056
1542	8139	5266975
1543	8144	5267113
1544	8150	5267266
1545	8155	5267264
1546	8160	5267052
1547	8165	5266841
1548	8170	5266600
1549	8175	5266459
1550	8180	5266163
1551	8185	5265953
1552	8190	5265729
1553	8195	5265388
1554	8200	5265464
1555	8205	5265118
1556	8210	5264833
1557	8215	5264726
1558	8220	5264479
1559	8225	5264235
1560	8230	5264136
1561	8235	5263859
1562	8239	5263641
1563	8245	5263617
1564	8250	5263505
1565	8255	5263168
1566	8260	5262959
1567	8264	5262774
1568	8269	5262467
1569	8274	5262421
1570	8279	5262092
1571	8284	5261699
1572	8289	5261538
1573	8294	5261360
1574	8299	5261275
1575	8304	5261230
1576	8309	5260966
1577	8314	5260708
1578	8319	5260564
1579	8326	5261811
1580	8338	5266078
1581	8345	5266963
1582	8350	5266689
1583	8355	5266352
1584	8360	5266205
1585	8365	5265962
1586	8370	5265774
1587	8375	5265688
1588	8380	5265572
1589	8385	5265541
1590	8391	5265689
1591	8396	5265515
1592	8401	5265344
1593	8405	5265109
1594	8410	5264892
1595	8415	5264647
1596	8420	5264348
1597	8425	5264019
1598	8430	5263761
1599	8435	5263455
1600	8439	5263084
1601	8444	5262801
1602	8449	5262737
1603	8454	5262408
1604	8459	5262069
1605	8463	5261764
1606	8468	5261552
1607	8473	5261373
1608	8478	5261231
1609	8483	5261027
1610	8489	5260953
1611	8494	5260768
1612	8498	5260502
1613	8503	5260227
1614	8508	5259908
1615	8513	5259666
1616	8518	5259468
1617	8523	5259221
1618	8528	5259474
1619	8534	5259492
1620	8539	5259233
1621	8544	5259063
1622	8548	5258840
1623	8554	5258704
1624	8558	5258512
1625	8564	5258398
1626	8569	5258366
1627	8574	5258292
1628	8579	5257998
1629	8583	5257655
1630	8589	5257643
1631	8594	5257461
1632	8599	5257255
1633	8604	5257288
1634	8609	5257167
1635	8614	5257226
1636	8619	5257075
1637	8624	5256811
1638	8629	5256597
1639	8634	5256389
1640	8639	5256089
1641	8644	5255882
1642	8649	5255692
1643	8654	5255502
1644	8660	5256025
1645	8666	5256284
1646	8671	5256503
1647	8676	5256258
1648	8681	5256197
1649	8686	5256092
1650	8692	5256112
1651	8697	5256026
1652	8702	5256007
1653	8707	5255883
1654	8712	5255731
1655	8717	5255567
1656	8722	5255329
1657	8727	5255048
1658	8732	5254872
1659	8737	5254640
1660	8742	5254489
1661	8746	5254173
1662	8751	5254014
1663	8756	5253838
1664	8762	5253798
1665	8767	5253663
1666	8772	5253567
1667	8777	5253586
1668	8782	5253256
1669	8787	5253016
1670	8792	5253072
1671	8797	5252970
1672	8802	5252829
1673	8808	5253144
1674	8813	5253204
1675	8818	5252959
1676	8823	5252824
1677	8828	5252607
1678	8833	5252370
1679	8838	5252248
1680	8843	5251981
1681	8848	5251866
1682	8853	5251747
1683	8858	5251454
1684	8863	5251244
1685	8868	5250984
1686	8873	5250789
1687	8877	5250440
1688	8882	5250174
1689	8887	5249976
1690	8892	5249664
1691	8897	5249419
1692	8901	5249200
1693	8907	5249136
1694	8911	5248831
1695	8917	5248844
1696	8922	5248664
1697	8927	5248597
1698	8933	5248966
1699	8938	5249213
1700	8943	5249010
1701	8948	5248792
1702	8953	5248679
1703	8958	5248368
1704	8963	5248166
1705	8968	5247872
1706	8972	5247574
1707	8977	5247423
1708	8982	5247081
1709	8987	5246891
1710	8992	5246801
1711	8998	5246861
1712	9002	5246686
1713	9007	5246515
1714	9012	5246282
1715	9017	5246054
1716	9022	5246018
1717	9027	5245858
1718	9032	5245537
1719	9037	5245368
1720	9042	5245216
1721	9047	5244911
1722	9052	5244730
1723	9057	5244585
1724	9062	5244411
1725	9067	5244313
1726	9072	5244324
1727	9077	5244125
1728	9082	5244056
1729	9087	5243926
1730	9092	5243682
1731	9097	5243408
1732	9102	5243177
1733	9107	5242945
1734	9111	5242741
1735	9117	5242987
1736	9123	5243331
1737	9128	5243373
1738	9134	5243455
1739	9139	5243211
1740	9144	5243047
1741	9149	5242970
1742	9153	5242693
1743	9158	5242481
1744	9163	5242331
1745	9168	5242232
1746	9173	5242057
1747	9178	5241910
1748	9185	5242539
1749	9190	5242472
1750	9195	5242455
1751	9200	5242369
1752	9205	5242102
1753	9210	5242006
1754	9215	5241833
1755	9220	5241652
1756	9225	5241501
1757	9230	5241335
1758	9235	5241132
1759	9240	5240940
1760	9245	5240801
1761	9250	5240720
1762	9255	5240755
1763	9260	5240657
1764	9265	5240383
1765	9270	5240439
1766	9276	5240455
1767	9281	5240369
1768	9286	5240409
1769	9292	5240470
1770	9297	5240388
1771	9302	5240176
1772	9307	5240057
1773	9312	5239849
1774	9317	5239841
1775	9322	5239858
1776	9327	5239607
1777	9332	5239520
1778	9337	5239328
1779	9342	5239223
1780	9347	5239072
1781	9352	5238943
1782	9357	5238700
1783	9362	5238594
1784	9367	5238615
1785	9372	5238585
1786	9378	5238678
1787	9383	5238589
1788	9388	5238417
1789	9393	5238221
1790	9398	5238420
1791	9404	5238599
1792	9409	5238554
1793	9429	5246922
1794	9435	5246870
1795	9439	5246658
1796	9445	5246562
1797	9449	5246360
1798	9454	5246230
1799	9460	5246145
1800	9465	5246371
1801	9471	5246471
1802	9476	5246485
1803	9481	5246298
1804	9486	5246035
1805	9491	5245905
1806	9496	5245736
1807	9501	5245518
1808	9505	5245267
1809	9510	5244949
1810	9515	5244701
1811	9520	5244562
1812	9525	5244422
1813	9530	5244175
1814	9534	5243885
1815	9539	5243596
1816	9544	5243289
1817	9549	5243032
1818	9554	5242869
1819	9559	5242756
1820	9564	5242691
1821	9569	5242448
1822	9574	5242256
1823	9578	5242025
1824	9584	5241941
1825	9589	5242077
1826	9594	5242049
1827	9599	5241892
1828	9604	5241633
1829	9609	5241449
1830	9614	5241237
1831	9619	5241275
1832	9624	5241192
1833	9629	5240920
1834	9634	5240999
1835	9640	5241112
1836	9645	5240865
1837	9650	5240746
1838	9655	5240546
1839	9661	5240895
1840	9666	5241269
1841	9672	5241398
1842	9677	5241280
1843	9682	5241171
1844	9687	5241191
1845	9693	5241180
1846	9697	5240978
1847	9702	5240715
1848	9707	5240644
1849	9713	5240576
1850	9717	5240412
1851	9722	5240231
1852	9728	5240193
1853	9733	5240005
1854	9737	5239848
1855	9743	5239957
1856	9748	5240116
1857	9753	5239938
1858	9759	5240126
1859	9765	5240246
1860	9770	5240201
1861	9775	5240086
1862	9780	5239840
1863	9785	5239735
1864	9790	5239637
1865	9795	5239443
1866	9800	5239338
1867	9805	5239347
1868	9811	5239557
1869	9815	5239358
1870	9821	5239243
1871	9825	5239047
1872	9830	5238910
1873	9835	5238781
1874	9840	5238647
1875	9845	5238515
1876	9851	5238566
1877	9856	5238409
1878	9861	5238308
1879	9866	5238148
1880	9871	5238093
1881	9876	5238071
1882	9881	5237984
1883	9886	5237918
1884	9891	5237626
1885	9896	5237428
1886	9901	5237213
1887	9906	5236982
1888	9910	5236765
1889	9916	5236655
1890	9920	5236348
1891	9925	5236086
1892	9930	5235977
1893	9935	5235881
1894	9940	5235713
1895	9946	5236065
1896	9951	5236139
1897	9956	5235834
1898	9961	5235602
1899	9966	5235371
1900	9970	5235125
1901	9975	5234919
1902	9980	5234718
1903	9985	5234626
1904	9990	5234563
1905	9995	5234395
1906	10000	5234179
1907	10006	5234254
1908	10011	5234118
1909	10015	5233946
1910	10020	5233815
1911	10025	5233564
1912	10030	5233266
1913	10035	5233031
1914	10040	5232907
1915	10045	5232683
1916	10050	5232558
1917	10054	5232321
1918	10059	5232144
1919	10064	5231896
1920	10069	5231811
1921	10074	5231721
1922	10079	5231515
1923	10084	5231425
1924	10089	5231238
1925	10094	5230994
1926	10099	5230999
1927	10104	5230886
1928	10109	5230680
1929	10114	5230576
1930	10119	5230505
1931	10124	5230427
1932	10130	5230592
1933	10135	5230701
1934	10140	5230625
1935	10145	5230500
1936	10150	5230362
1937	10155	5230099
1938	10160	5229889
1939	10165	5229817
1940	10170	5229583
1941	10175	5229454
1942	10180	5229195
1943	10184	5229009
1944	10189	5228749
1945	10195	5228848
1946	10200	5228802
1947	10205	5228562
1948	10210	5228431
1949	10215	5228275
1950	10219	5228060
1951	10224	5227973
1952	10230	5228012
1953	10235	5227815
1954	10241	5228145
1955	10247	5228913
1956	10255	5230086
1957	10263	5231528
1958	10270	5232618
1959	10277	5233573
1960	10284	5234416
1961	10292	5235521
1962	10300	5236802
1963	10308	5238481
1964	10315	5239520
1965	10323	5240637
1966	10330	5241560
1967	10337	5242634
1968	10345	5243752
1969	10353	5245059
1970	10361	5246406
1971	10368	5247599
1972	10376	5248973
1973	10384	5250028
1974	10391	5251122
1975	10399	5252267
1976	10406	5253620
1977	10414	5254639
1978	10421	5255568
1979	10432	5258330
1980	10440	5259915
1981	10448	5261243
1982	10456	5262520
1983	10463	5263262
1984	10470	5264102
1985	10475	5264399
1986	10482	5264890
1987	10487	5264937
1988	10493	5265230
1989	10500	5265961
1990	10506	5266711
1991	10512	5266837
1992	10517	5266863
1993	10522	5266781
1994	10528	5266791
1995	10533	5266835
1996	10538	5266672
1997	10543	5266346
1998	10548	5266128
1999	10553	5265951
2000	10557	5265751
2001	10562	5265567
2002	10568	5265947
2003	10574	5265940
2004	10579	5265777
2005	10583	5265490
2006	10588	5265226
2007	10593	5265063
2008	10598	5264944
2009	10603	5264735
2010	10608	5264600
2011	10613	5264622
2012	10619	5264852
2013	10625	5264979
2014	10630	5265084
2015	10635	5265037
2016	10640	5264927
2017	10646	5264919
2018	10650	5264720
2019	10656	5264677
2020	10661	5264646
2021	10666	5264537
2022	10671	5264549
2023	10676	5264517
2024	10682	5264491
2025	10687	5264339
2026	10692	5264220
2027	10697	5264103
2028	10702	5263840
2029	10706	5263557
2030	10711	5263253
2031	10716	5263022
2032	10721	5262888
2033	10725	5262598
2034	10730	5262355
2035	10735	5262313
2036	10740	5262097
2037	10745	5261793
2038	10750	5261762
2039	10755	5261660
2040	10760	5261589
2041	10765	5261485
2042	10770	5261267
2043	10775	5261093
2044	10780	5261072
2045	10786	5261095
2046	10791	5261064
2047	10796	5261101
2048	10802	5261284
2049	10807	5261375
2050	10813	5261333
2051	10818	5261355
2052	10823	5261292
2053	10828	5261278
2054	10834	5261312
2055	10839	5261300
2056	10844	5261227
2057	10849	5261206
2058	10855	5261157
2059	10860	5261140
2060	10865	5261049
2061	10870	5261023
2062	10875	5260919
2063	10880	5260772
2064	10886	5260826
2065	10891	5260989
2066	10896	5260958
2067	10901	5260808
2068	10907	5260930
2069	10912	5260808
2070	10917	5260673
2071	10922	5260753
2072	10928	5260960
2073	10933	5260820
2074	10938	5260651
2075	10943	5260433
2076	10948	5260179
2077	10952	5259930
2078	10957	5259650
2079	10962	5259519
2080	10967	5259444
2081	10972	5259241
2082	10977	5259041
2083	10982	5258967
2084	10988	5259238
2085	10993	5259245
2086	10998	5259139
2087	11003	5258919
2088	11008	5258689
2089	11013	5258463
2090	11017	5258189
2091	11022	5258030
2092	11027	5257766
2093	11032	5257647
2094	11037	5257433
2095	11042	5257147
2096	11047	5257243
2097	11053	5257365
2098	11058	5257279
2099	11063	5257139
2100	11068	5257010
2101	11073	5256879
2102	11078	5256737
2103	11083	5256589
2104	11087	5256339
2105	11093	5256268
2106	11098	5256124
2107	11102	5255966
2108	11107	5255827
2109	11113	5256003
